#: table_doi: 10.17182/hepdata.90640.v1/t23
#: name: Statistical covariance matrix
#: description: Figure 8, statistical covariance matrix for normalized differential cross sections (note, the figure in the paper is for the corresponding correlation matrix)
#: data_file: statcov_normdiffxsec_AllVars.yaml
#: keyword cmenergies: 13000.0
#: keyword reactions: P P --> TOP TOPBAR X
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GEV],13000
Bin,Bin,Statistical covariance for all normalized differential cross section bins
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,-1.378121759e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,-3.972227992e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,2.855778256e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-4.56878457e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,-4.059171673e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,2.240261219e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,-2.458848133e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,-9.574475787e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,1.639101496e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-5.714983606e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,7.748078645e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,6.186688661e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,-2.505693233e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,-2.578823252e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,2.458179736e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-3.90753831e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,-1.238057736e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,1.546105374e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,2.933353935e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,-5.498093881e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,8.977758135e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-6.853476026e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,3.039766397e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,6.223722468e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,-5.889264946e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,-6.688088368e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,5.014476456e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,1.03517775e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,1.584115796e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,3.193575629e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,-6.026396954e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,-4.711352456e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,5.968070336e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-8.012350151e-09
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,-2.098365206e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,1.124614205e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,-4.961380001e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,8.711456188e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,2.177070974e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-1.578327592e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,-2.120581596e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,1.579183368e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,-1.076822436e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,5.716219167e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,1.92746597e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-1.946921434e-06
$\cos\varphi$ bin 1,$\cos\theta_{1}^{k}$ bin 2,-6.071285942e-07
$\cos\varphi$ bin 2,$\cos\theta_{1}^{k}$ bin 2,-1.399219512e-06
$\cos\varphi$ bin 3,$\cos\theta_{1}^{k}$ bin 2,4.725911632e-07
$\cos\varphi$ bin 4,$\cos\theta_{1}^{k}$ bin 2,5.121197209e-07
$\cos\varphi$ bin 5,$\cos\theta_{1}^{k}$ bin 2,-2.272880081e-07
$\cos\varphi$ bin 6,$\cos\theta_{1}^{k}$ bin 2,1.24892523e-06
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\theta_{1}^{k}$ bin 2,-3.031505729e-08
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\theta_{1}^{k}$ bin 2,-3.432264039e-08
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\theta_{1}^{k}$ bin 2,1.131487773e-06
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\theta_{1}^{k}$ bin 2,8.187199692e-07
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\theta_{1}^{k}$ bin 2,7.593598723e-07
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-2.644929916e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\theta_{1}^{k}$ bin 2,-1.323460711e-07
$|\Delta\phi_{\ell\ell}|$ bin 2,$\cos\theta_{1}^{k}$ bin 2,-3.362252062e-07
$|\Delta\phi_{\ell\ell}|$ bin 3,$\cos\theta_{1}^{k}$ bin 2,3.577027202e-07
$|\Delta\phi_{\ell\ell}|$ bin 4,$\cos\theta_{1}^{k}$ bin 2,5.290649491e-07
$|\Delta\phi_{\ell\ell}|$ bin 5,$\cos\theta_{1}^{k}$ bin 2,-2.501481697e-07
$|\Delta\phi_{\ell\ell}|$ bin 6,$\cos\theta_{1}^{k}$ bin 2,-1.680482223e-07
$\cos\theta_{1}^{k}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-1.719583794e-05
$\cos\theta_{1}^{k}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-4.582870572e-06
$\cos\theta_{1}^{k}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,5.135130824e-05
$\cos\theta_{1}^{k}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,-3.362121477e-07
$\cos\theta_{1}^{k}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-4.395304702e-05
$\cos\theta_{1}^{k}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,1.471665943e-05
$\cos\theta_{2}^{k}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-2.12808853e-07
$\cos\theta_{2}^{k}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-7.838663994e-07
$\cos\theta_{2}^{k}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-2.538387332e-07
$\cos\theta_{2}^{k}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,-7.999887455e-07
$\cos\theta_{2}^{k}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,1.032370447e-06
$\cos\theta_{2}^{k}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,1.018132284e-06
$\cos\theta_{1}^{r}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,7.285500421e-06
$\cos\theta_{1}^{r}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-9.513454847e-06
$\cos\theta_{1}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-1.202422855e-06
$\cos\theta_{1}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,1.982072523e-06
$\cos\theta_{1}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-4.110484115e-06
$\cos\theta_{1}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,5.558788873e-06
$\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,4.152239917e-07
$\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,2.127650782e-07
$\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-7.332187701e-08
$\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,2.385564037e-07
$\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-5.164283954e-07
$\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-2.767952013e-07
$\cos\theta_{1}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,6.308928719e-06
$\cos\theta_{1}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-7.989364251e-06
$\cos\theta_{1}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,1.549469976e-06
$\cos\theta_{1}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,2.360071704e-06
$\cos\theta_{1}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-8.305026727e-06
$\cos\theta_{1}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,6.07592058e-06
$\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-9.616774229e-07
$\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,5.595037011e-07
$\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,3.832289009e-07
$\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,2.125629117e-08
$\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,6.687339747e-08
$\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-6.918486772e-08
$\cos\theta_{1}^{k*}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-6.293758944e-06
$\cos\theta_{1}^{k*}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-2.518274184e-05
$\cos\theta_{1}^{k*}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,2.929422576e-05
$\cos\theta_{1}^{k*}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,3.071139248e-05
$\cos\theta_{1}^{k*}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-2.309693406e-05
$\cos\theta_{1}^{k*}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-5.432183387e-06
$\cos\theta_{2}^{k*}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,1.225996343e-06
$\cos\theta_{2}^{k*}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-4.305423041e-07
$\cos\theta_{2}^{k*}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-1.043885272e-06
$\cos\theta_{2}^{k*}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,-3.254191994e-07
$\cos\theta_{2}^{k*}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,5.067761398e-07
$\cos\theta_{2}^{k*}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,6.70742935e-08
$\cos\theta_{1}^{r*}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,7.199957094e-06
$\cos\theta_{1}^{r*}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-6.478645582e-06
$\cos\theta_{1}^{r*}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-8.61967542e-07
$\cos\theta_{1}^{r*}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,8.22276358e-07
$\cos\theta_{1}^{r*}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-6.053851457e-06
$\cos\theta_{1}^{r*}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,5.372231129e-06
$\cos\theta_{2}^{r*}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-6.456390573e-08
$\cos\theta_{2}^{r*}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-1.027019103e-07
$\cos\theta_{2}^{r*}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-1.031208814e-06
$\cos\theta_{2}^{r*}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,1.340037427e-06
$\cos\theta_{2}^{r*}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-2.610337398e-07
$\cos\theta_{2}^{r*}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,1.194709427e-07
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,8.154771625e-07
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-1.45637622e-05
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,1.437488476e-05
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,1.294437654e-05
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-1.444012134e-05
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,8.691450773e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,2.669165969e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,9.229531545e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-3.476777359e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,-2.516847311e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,2.162199293e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,2.185285618e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,2.386904116e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-6.49854172e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-1.877902173e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,-1.189732879e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-6.690982874e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,1.414814641e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,1.75536961e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-4.500247709e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,3.399896936e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,6.343497919e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-3.774034938e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-1.644649168e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-2.604530806e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-5.477427784e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,4.589480467e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,5.147322966e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-3.937675718e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-6.124685131e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,5.621369838e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-6.80469841e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-7.883121586e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,5.717697366e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-3.91847153e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,5.318342524e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,4.751227804e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-3.996271035e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-1.111022242e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,4.830978661e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-4.278089444e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,4.58584513e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-3.196836382e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-3.933546096e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,4.287622558e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,5.01694315e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-4.403098618e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-6.482373557e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-2.296627063e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-2.939082248e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,4.801380444e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,3.947085855e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-2.570683192e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-9.420737969e-07
$\cos\varphi$ bin 1,$\cos\theta_{1}^{k}$ bin 3,7.726942677e-07
$\cos\varphi$ bin 2,$\cos\theta_{1}^{k}$ bin 3,-1.057205821e-06
$\cos\varphi$ bin 3,$\cos\theta_{1}^{k}$ bin 3,-8.099575115e-07
$\cos\varphi$ bin 4,$\cos\theta_{1}^{k}$ bin 3,1.130863388e-06
$\cos\varphi$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-3.040852497e-08
$\cos\varphi$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-5.985798274e-09
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\theta_{1}^{k}$ bin 3,4.076755966e-07
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\theta_{1}^{k}$ bin 3,7.801980579e-07
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\theta_{1}^{k}$ bin 3,7.325488778e-07
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\theta_{1}^{k}$ bin 3,3.189132766e-08
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\theta_{1}^{k}$ bin 3,-2.412161449e-07
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\theta_{1}^{k}$ bin 3,-1.711097715e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\theta_{1}^{k}$ bin 3,-5.885130533e-07
